gene_name	uniprot	is_complex	protein_name	complex_name	id_cp_interaction	Imm.DAM.0	Imm.DAM.1	Imm.Interferon.0	Imm.M0Like.0	Imm.M0Like.1	Imm.M0Like.2	Imm.MHCII.0	Imm.PVM.0	Imm.Proliferative.0	MeV.ECM.0	MeV.ECM.1	MeV.ECM.2	MeV.EndoUnknowed.4	MeV.Endothelial.0	MeV.Endothelial.1	MeV.Endothelial.2	MeV.Endothelial.3	MeV.EpithelialECad.0	MeV.Fib.0	MeV.Fib.1	MeV.Fib.2	MeV.Fib.3	MeV.Fib.4	MeV.Fib.5	MeV.Fib.6	MeV.FibCD34.7	MeV.FibProlif.0	MeV.FibUnknown.8	MeV.ImmuneDoublets.0	MeV.LowQuality.0	MeV.Pericytes.0	MeV.SMC.0	MeV.VLMC.0	MeV.VLMC.1	Neu.CSFcN.0	Neu.Epend.0
ITGA10	O75578	True	ITA10_HUMAN	integrin_a10b1_complex	CPI-SC027EF0F68	0.0021	0.002	0.0	0.0012	0.0	0.0	0.0	1e-04	0.0	0.0	0.0371	0.0814	0.0388	0.01	0.0	0.0091	0.0	0.2442	0.1013	0.098	0.0834	0.0452	0.0082	0.0	0.0872	0.0	0.1043	0.1066	0.0121	0.0327	0.0076	0.0	0.0797	0.0062	0.0	0.0203
ITGA10	O75578	True	ITA10_HUMAN	integrin_a10b1_complex	CPI-SC00942962B	0.0021	0.002	0.0	0.0012	0.0	0.0	0.0	1e-04	0.0	0.0	0.0371	0.0814	0.0388	0.01	0.0	0.0091	0.0	0.2442	0.1013	0.098	0.0834	0.0452	0.0082	0.0	0.0872	0.0	0.1043	0.1066	0.0121	0.0327	0.0076	0.0	0.0797	0.0062	0.0	0.0203
ITGA10	O75578	True	ITA10_HUMAN	integrin_a10b1_complex	CPI-SC039737584	0.0021	0.002	0.0	0.0012	0.0	0.0	0.0	1e-04	0.0	0.0	0.0371	0.0814	0.0388	0.01	0.0	0.0091	0.0	0.2442	0.1013	0.098	0.0834	0.0452	0.0082	0.0	0.0872	0.0	0.1043	0.1066	0.0121	0.0327	0.0076	0.0	0.0797	0.0062	0.0	0.0203
ITGA10	O75578	True	ITA10_HUMAN	integrin_a10b1_complex	CPI-SC0423059DF	0.0021	0.002	0.0	0.0012	0.0	0.0	0.0	1e-04	0.0	0.0	0.0371	0.0814	0.0388	0.01	0.0	0.0091	0.0	0.2442	0.1013	0.098	0.0834	0.0452	0.0082	0.0	0.0872	0.0	0.1043	0.1066	0.0121	0.0327	0.0076	0.0	0.0797	0.0062	0.0	0.0203
ITGA10	O75578	True	ITA10_HUMAN	integrin_a10b1_complex	CPI-SC0F393B830	0.0021	0.002	0.0	0.0012	0.0	0.0	0.0	1e-04	0.0	0.0	0.0371	0.0814	0.0388	0.01	0.0	0.0091	0.0	0.2442	0.1013	0.098	0.0834	0.0452	0.0082	0.0	0.0872	0.0	0.1043	0.1066	0.0121	0.0327	0.0076	0.0	0.0797	0.0062	0.0	0.0203
ITGA10	O75578	True	ITA10_HUMAN	integrin_a10b1_complex	CPI-SC0AA500B63	0.0021	0.002	0.0	0.0012	0.0	0.0	0.0	1e-04	0.0	0.0	0.0371	0.0814	0.0388	0.01	0.0	0.0091	0.0	0.2442	0.1013	0.098	0.0834	0.0452	0.0082	0.0	0.0872	0.0	0.1043	0.1066	0.0121	0.0327	0.0076	0.0	0.0797	0.0062	0.0	0.0203
ITGA10	O75578	True	ITA10_HUMAN	integrin_a10b1_complex	CPI-SC09E4E673B	0.0021	0.002	0.0	0.0012	0.0	0.0	0.0	1e-04	0.0	0.0	0.0371	0.0814	0.0388	0.01	0.0	0.0091	0.0	0.2442	0.1013	0.098	0.0834	0.0452	0.0082	0.0	0.0872	0.0	0.1043	0.1066	0.0121	0.0327	0.0076	0.0	0.0797	0.0062	0.0	0.0203
ITGA10	O75578	True	ITA10_HUMAN	integrin_a10b1_complex	CPI-SC008D5E4B2	0.0021	0.002	0.0	0.0012	0.0	0.0	0.0	1e-04	0.0	0.0	0.0371	0.0814	0.0388	0.01	0.0	0.0091	0.0	0.2442	0.1013	0.098	0.0834	0.0452	0.0082	0.0	0.0872	0.0	0.1043	0.1066	0.0121	0.0327	0.0076	0.0	0.0797	0.0062	0.0	0.0203
ITGA10	O75578	True	ITA10_HUMAN	integrin_a10b1_complex	CPI-SC090152EEE	0.0021	0.002	0.0	0.0012	0.0	0.0	0.0	1e-04	0.0	0.0	0.0371	0.0814	0.0388	0.01	0.0	0.0091	0.0	0.2442	0.1013	0.098	0.0834	0.0452	0.0082	0.0	0.0872	0.0	0.1043	0.1066	0.0121	0.0327	0.0076	0.0	0.0797	0.0062	0.0	0.0203
ITGA10	O75578	True	ITA10_HUMAN	integrin_a10b1_complex	CPI-SC0E9AA9087	0.0021	0.002	0.0	0.0012	0.0	0.0	0.0	1e-04	0.0	0.0	0.0371	0.0814	0.0388	0.01	0.0	0.0091	0.0	0.2442	0.1013	0.098	0.0834	0.0452	0.0082	0.0	0.0872	0.0	0.1043	0.1066	0.0121	0.0327	0.0076	0.0	0.0797	0.0062	0.0	0.0203
ITGA10	O75578	True	ITA10_HUMAN	integrin_a10b1_complex	CPI-SC0C91660AB	0.0021	0.002	0.0	0.0012	0.0	0.0	0.0	1e-04	0.0	0.0	0.0371	0.0814	0.0388	0.01	0.0	0.0091	0.0	0.2442	0.1013	0.098	0.0834	0.0452	0.0082	0.0	0.0872	0.0	0.1043	0.1066	0.0121	0.0327	0.0076	0.0	0.0797	0.0062	0.0	0.0203
ITGB1	P05556	True	ITB1_HUMAN	integrin_a11b1_complex	CPI-SC0AD2341AF	0.0	0.0049	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1134	0.0819	0.1066	0.0	0.0	0.0	0.0	0.0	0.0	0.0308	0.0451	0.0471	0.0081	0.0578	0.0165	0.0	0.119	0.0649	0.0075	0.0	0.0076	0.0134	0.0	0.0237	0.2314	0.0063	0.06
ITGB1	P05556	True	ITB1_HUMAN	integrin_a11b1_complex	CPI-SC015ECCD97	0.0	0.0049	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1134	0.0819	0.1066	0.0	0.0	0.0	0.0	0.0	0.0	0.0308	0.0451	0.0471	0.0081	0.0578	0.0165	0.0	0.119	0.0649	0.0075	0.0	0.0076	0.0134	0.0	0.0237	0.2314	0.0063	0.06
ITGB1	P05556	True	ITB1_HUMAN	integrin_a11b1_complex	CPI-SC0A5E87289	0.0	0.0049	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1134	0.0819	0.1066	0.0	0.0	0.0	0.0	0.0	0.0	0.0308	0.0451	0.0471	0.0081	0.0578	0.0165	0.0	0.119	0.0649	0.0075	0.0	0.0076	0.0134	0.0	0.0237	0.2314	0.0063	0.06
ITGB1	P05556	True	ITB1_HUMAN	integrin_a11b1_complex	CPI-SC0C061DC28	0.0	0.0049	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1134	0.0819	0.1066	0.0	0.0	0.0	0.0	0.0	0.0	0.0308	0.0451	0.0471	0.0081	0.0578	0.0165	0.0	0.119	0.0649	0.0075	0.0	0.0076	0.0134	0.0	0.0237	0.2314	0.0063	0.06
ITGB1	P05556	True	ITB1_HUMAN	integrin_a11b1_complex	CPI-SC0C351F7DF	0.0	0.0049	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1134	0.0819	0.1066	0.0	0.0	0.0	0.0	0.0	0.0	0.0308	0.0451	0.0471	0.0081	0.0578	0.0165	0.0	0.119	0.0649	0.0075	0.0	0.0076	0.0134	0.0	0.0237	0.2314	0.0063	0.06
ITGB1	P05556	True	ITB1_HUMAN	integrin_a11b1_complex	CPI-SC09AE93F66	0.0	0.0049	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1134	0.0819	0.1066	0.0	0.0	0.0	0.0	0.0	0.0	0.0308	0.0451	0.0471	0.0081	0.0578	0.0165	0.0	0.119	0.0649	0.0075	0.0	0.0076	0.0134	0.0	0.0237	0.2314	0.0063	0.06
ITGB1	P05556	True	ITB1_HUMAN	integrin_a11b1_complex	CPI-SC08F17FB3E	0.0	0.0049	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1134	0.0819	0.1066	0.0	0.0	0.0	0.0	0.0	0.0	0.0308	0.0451	0.0471	0.0081	0.0578	0.0165	0.0	0.119	0.0649	0.0075	0.0	0.0076	0.0134	0.0	0.0237	0.2314	0.0063	0.06
ITGB1	P05556	True	ITB1_HUMAN	integrin_a11b1_complex	CPI-SC0FAC9844A	0.0	0.0049	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1134	0.0819	0.1066	0.0	0.0	0.0	0.0	0.0	0.0	0.0308	0.0451	0.0471	0.0081	0.0578	0.0165	0.0	0.119	0.0649	0.0075	0.0	0.0076	0.0134	0.0	0.0237	0.2314	0.0063	0.06
ITGB1	P05556	True	ITB1_HUMAN	integrin_a11b1_complex	CPI-SC044B5BE16	0.0	0.0049	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1134	0.0819	0.1066	0.0	0.0	0.0	0.0	0.0	0.0	0.0308	0.0451	0.0471	0.0081	0.0578	0.0165	0.0	0.119	0.0649	0.0075	0.0	0.0076	0.0134	0.0	0.0237	0.2314	0.0063	0.06
ITGB1	P05556	True	ITB1_HUMAN	integrin_a11b1_complex	CPI-SC01539071B	0.0	0.0049	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1134	0.0819	0.1066	0.0	0.0	0.0	0.0	0.0	0.0	0.0308	0.0451	0.0471	0.0081	0.0578	0.0165	0.0	0.119	0.0649	0.0075	0.0	0.0076	0.0134	0.0	0.0237	0.2314	0.0063	0.06
ITGB1	P05556	True	ITB1_HUMAN	integrin_a11b1_complex	CPI-SC08821B0D2	0.0	0.0049	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1134	0.0819	0.1066	0.0	0.0	0.0	0.0	0.0	0.0	0.0308	0.0451	0.0471	0.0081	0.0578	0.0165	0.0	0.119	0.0649	0.0075	0.0	0.0076	0.0134	0.0	0.0237	0.2314	0.0063	0.06
ITGB1	P05556	True	ITB1_HUMAN	integrin_a11b1_complex	CPI-SC075489ADB	0.0	0.0049	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1134	0.0819	0.1066	0.0	0.0	0.0	0.0	0.0	0.0	0.0308	0.0451	0.0471	0.0081	0.0578	0.0165	0.0	0.119	0.0649	0.0075	0.0	0.0076	0.0134	0.0	0.0237	0.2314	0.0063	0.06
ITGB1	P05556	True	ITB1_HUMAN	integrin_a11b1_complex	CPI-SC0D0BFC9F7	0.0	0.0049	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1134	0.0819	0.1066	0.0	0.0	0.0	0.0	0.0	0.0	0.0308	0.0451	0.0471	0.0081	0.0578	0.0165	0.0	0.119	0.0649	0.0075	0.0	0.0076	0.0134	0.0	0.0237	0.2314	0.0063	0.06
ITGB1	P05556	True	ITB1_HUMAN	integrin_a11b1_complex	CPI-SC0FB1817EE	0.0	0.0049	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1134	0.0819	0.1066	0.0	0.0	0.0	0.0	0.0	0.0	0.0308	0.0451	0.0471	0.0081	0.0578	0.0165	0.0	0.119	0.0649	0.0075	0.0	0.0076	0.0134	0.0	0.0237	0.2314	0.0063	0.06
ITGB1	P05556	True	ITB1_HUMAN	integrin_a11b1_complex	CPI-SC0C5B4E222	0.0	0.0049	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1134	0.0819	0.1066	0.0	0.0	0.0	0.0	0.0	0.0	0.0308	0.0451	0.0471	0.0081	0.0578	0.0165	0.0	0.119	0.0649	0.0075	0.0	0.0076	0.0134	0.0	0.0237	0.2314	0.0063	0.06
ITGB1	P05556	True	ITB1_HUMAN	integrin_a11b1_complex	CPI-SC044916391	0.0	0.0049	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1134	0.0819	0.1066	0.0	0.0	0.0	0.0	0.0	0.0	0.0308	0.0451	0.0471	0.0081	0.0578	0.0165	0.0	0.119	0.0649	0.0075	0.0	0.0076	0.0134	0.0	0.0237	0.2314	0.0063	0.06
ITGB1	P05556	True	ITB1_HUMAN	integrin_a11b1_complex	CPI-SC0E453F338	0.0	0.0049	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1134	0.0819	0.1066	0.0	0.0	0.0	0.0	0.0	0.0	0.0308	0.0451	0.0471	0.0081	0.0578	0.0165	0.0	0.119	0.0649	0.0075	0.0	0.0076	0.0134	0.0	0.0237	0.2314	0.0063	0.06
ITGB1	P05556	True	ITB1_HUMAN	integrin_a11b1_complex	CPI-SC0EDDBD0FB	0.0	0.0049	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1134	0.0819	0.1066	0.0	0.0	0.0	0.0	0.0	0.0	0.0308	0.0451	0.0471	0.0081	0.0578	0.0165	0.0	0.119	0.0649	0.0075	0.0	0.0076	0.0134	0.0	0.0237	0.2314	0.0063	0.06
ITGB1	P05556	True	ITB1_HUMAN	integrin_a11b1_complex	CPI-SC037038602	0.0	0.0049	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1134	0.0819	0.1066	0.0	0.0	0.0	0.0	0.0	0.0	0.0308	0.0451	0.0471	0.0081	0.0578	0.0165	0.0	0.119	0.0649	0.0075	0.0	0.0076	0.0134	0.0	0.0237	0.2314	0.0063	0.06
ITGB1	P05556	True	ITB1_HUMAN	integrin_a11b1_complex	CPI-SC04FF0CDA1	0.0	0.0049	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1134	0.0819	0.1066	0.0	0.0	0.0	0.0	0.0	0.0	0.0308	0.0451	0.0471	0.0081	0.0578	0.0165	0.0	0.119	0.0649	0.0075	0.0	0.0076	0.0134	0.0	0.0237	0.2314	0.0063	0.06
ITGB1	P05556	True	ITB1_HUMAN	integrin_a11b1_complex	CPI-SC0CC30CEC0	0.0	0.0049	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1134	0.0819	0.1066	0.0	0.0	0.0	0.0	0.0	0.0	0.0308	0.0451	0.0471	0.0081	0.0578	0.0165	0.0	0.119	0.0649	0.0075	0.0	0.0076	0.0134	0.0	0.0237	0.2314	0.0063	0.06
ITGB1	P05556	True	ITB1_HUMAN	integrin_a11b1_complex	CPI-SC0E8C3A996	0.0	0.0049	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1134	0.0819	0.1066	0.0	0.0	0.0	0.0	0.0	0.0	0.0308	0.0451	0.0471	0.0081	0.0578	0.0165	0.0	0.119	0.0649	0.0075	0.0	0.0076	0.0134	0.0	0.0237	0.2314	0.0063	0.06
ITGB1	P05556	True	ITB1_HUMAN	integrin_a11b1_complex	CPI-SC0C155763A	0.0	0.0049	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1134	0.0819	0.1066	0.0	0.0	0.0	0.0	0.0	0.0	0.0308	0.0451	0.0471	0.0081	0.0578	0.0165	0.0	0.119	0.0649	0.0075	0.0	0.0076	0.0134	0.0	0.0237	0.2314	0.0063	0.06
ITGB1	P05556	True	ITB1_HUMAN	integrin_a11b1_complex	CPI-SC086D7EC73	0.0	0.0049	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1134	0.0819	0.1066	0.0	0.0	0.0	0.0	0.0	0.0	0.0308	0.0451	0.0471	0.0081	0.0578	0.0165	0.0	0.119	0.0649	0.0075	0.0	0.0076	0.0134	0.0	0.0237	0.2314	0.0063	0.06
ITGB1	P05556	True	ITB1_HUMAN	integrin_a11b1_complex	CPI-SC0519DE925	0.0	0.0049	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1134	0.0819	0.1066	0.0	0.0	0.0	0.0	0.0	0.0	0.0308	0.0451	0.0471	0.0081	0.0578	0.0165	0.0	0.119	0.0649	0.0075	0.0	0.0076	0.0134	0.0	0.0237	0.2314	0.0063	0.06
ITGB1	P05556	True	ITB1_HUMAN	integrin_a11b1_complex	CPI-SC06F3DDF90	0.0	0.0049	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1134	0.0819	0.1066	0.0	0.0	0.0	0.0	0.0	0.0	0.0308	0.0451	0.0471	0.0081	0.0578	0.0165	0.0	0.119	0.0649	0.0075	0.0	0.0076	0.0134	0.0	0.0237	0.2314	0.0063	0.06
ITGB1	P05556	True	ITB1_HUMAN	integrin_a11b1_complex	CPI-SC06DCE672A	0.0	0.0049	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1134	0.0819	0.1066	0.0	0.0	0.0	0.0	0.0	0.0	0.0308	0.0451	0.0471	0.0081	0.0578	0.0165	0.0	0.119	0.0649	0.0075	0.0	0.0076	0.0134	0.0	0.0237	0.2314	0.0063	0.06
ITGB1	P05556	True	ITB1_HUMAN	integrin_a11b1_complex	CPI-SC0A3722F1F	0.0	0.0049	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1134	0.0819	0.1066	0.0	0.0	0.0	0.0	0.0	0.0	0.0308	0.0451	0.0471	0.0081	0.0578	0.0165	0.0	0.119	0.0649	0.0075	0.0	0.0076	0.0134	0.0	0.0237	0.2314	0.0063	0.06
ITGB1	P05556	True	ITB1_HUMAN	integrin_a11b1_complex	CPI-SC093DFA335	0.0	0.0049	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1134	0.0819	0.1066	0.0	0.0	0.0	0.0	0.0	0.0	0.0308	0.0451	0.0471	0.0081	0.0578	0.0165	0.0	0.119	0.0649	0.0075	0.0	0.0076	0.0134	0.0	0.0237	0.2314	0.0063	0.06
ITGB1	P05556	True	ITB1_HUMAN	integrin_a11b1_complex	CPI-SC092A2325E	0.0	0.0049	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1134	0.0819	0.1066	0.0	0.0	0.0	0.0	0.0	0.0	0.0308	0.0451	0.0471	0.0081	0.0578	0.0165	0.0	0.119	0.0649	0.0075	0.0	0.0076	0.0134	0.0	0.0237	0.2314	0.0063	0.06
ITGB1	P05556	True	ITB1_HUMAN	integrin_a11b1_complex	CPI-SC0BCE0B954	0.0	0.0049	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1134	0.0819	0.1066	0.0	0.0	0.0	0.0	0.0	0.0	0.0308	0.0451	0.0471	0.0081	0.0578	0.0165	0.0	0.119	0.0649	0.0075	0.0	0.0076	0.0134	0.0	0.0237	0.2314	0.0063	0.06
ITGB1	P05556	True	ITB1_HUMAN	integrin_a11b1_complex	CPI-SC01633DC81	0.0	0.0049	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1134	0.0819	0.1066	0.0	0.0	0.0	0.0	0.0	0.0	0.0308	0.0451	0.0471	0.0081	0.0578	0.0165	0.0	0.119	0.0649	0.0075	0.0	0.0076	0.0134	0.0	0.0237	0.2314	0.0063	0.06
ITGB1	P05556	True	ITB1_HUMAN	integrin_a11b1_complex	CPI-SC0D3C68BD6	0.0	0.0049	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1134	0.0819	0.1066	0.0	0.0	0.0	0.0	0.0	0.0	0.0308	0.0451	0.0471	0.0081	0.0578	0.0165	0.0	0.119	0.0649	0.0075	0.0	0.0076	0.0134	0.0	0.0237	0.2314	0.0063	0.06
ITGB1	P05556	True	ITB1_HUMAN	integrin_a11b1_complex	CPI-SC0755F1632	0.0	0.0049	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1134	0.0819	0.1066	0.0	0.0	0.0	0.0	0.0	0.0	0.0308	0.0451	0.0471	0.0081	0.0578	0.0165	0.0	0.119	0.0649	0.0075	0.0	0.0076	0.0134	0.0	0.0237	0.2314	0.0063	0.06
ITGB1	P05556	True	ITB1_HUMAN	integrin_a11b1_complex	CPI-SC0E09C8768	0.0	0.0049	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1134	0.0819	0.1066	0.0	0.0	0.0	0.0	0.0	0.0	0.0308	0.0451	0.0471	0.0081	0.0578	0.0165	0.0	0.119	0.0649	0.0075	0.0	0.0076	0.0134	0.0	0.0237	0.2314	0.0063	0.06
ITGB1	P05556	True	ITB1_HUMAN	integrin_a11b1_complex	CPI-SC0BB8BF2C5	0.0	0.0049	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1134	0.0819	0.1066	0.0	0.0	0.0	0.0	0.0	0.0	0.0308	0.0451	0.0471	0.0081	0.0578	0.0165	0.0	0.119	0.0649	0.0075	0.0	0.0076	0.0134	0.0	0.0237	0.2314	0.0063	0.06
ITGB1	P05556	True	ITB1_HUMAN	integrin_a11b1_complex	CPI-SC015ED6B05	0.0	0.0049	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1134	0.0819	0.1066	0.0	0.0	0.0	0.0	0.0	0.0	0.0308	0.0451	0.0471	0.0081	0.0578	0.0165	0.0	0.119	0.0649	0.0075	0.0	0.0076	0.0134	0.0	0.0237	0.2314	0.0063	0.06
ITGB1	P05556	True	ITB1_HUMAN	integrin_a11b1_complex	CPI-SC0B09B811A	0.0	0.0049	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1134	0.0819	0.1066	0.0	0.0	0.0	0.0	0.0	0.0	0.0308	0.0451	0.0471	0.0081	0.0578	0.0165	0.0	0.119	0.0649	0.0075	0.0	0.0076	0.0134	0.0	0.0237	0.2314	0.0063	0.06
ITGB1	P05556	True	ITB1_HUMAN	integrin_a11b1_complex	CPI-SC08885876E	0.0	0.0049	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1134	0.0819	0.1066	0.0	0.0	0.0	0.0	0.0	0.0	0.0308	0.0451	0.0471	0.0081	0.0578	0.0165	0.0	0.119	0.0649	0.0075	0.0	0.0076	0.0134	0.0	0.0237	0.2314	0.0063	0.06
ITGB1	P05556	True	ITB1_HUMAN	integrin_a11b1_complex	CPI-SC0FC6454F5	0.0	0.0049	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1134	0.0819	0.1066	0.0	0.0	0.0	0.0	0.0	0.0	0.0308	0.0451	0.0471	0.0081	0.0578	0.0165	0.0	0.119	0.0649	0.0075	0.0	0.0076	0.0134	0.0	0.0237	0.2314	0.0063	0.06
ITGB1	P05556	True	ITB1_HUMAN	integrin_a11b1_complex	CPI-SC0E40282DA	0.0	0.0049	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1134	0.0819	0.1066	0.0	0.0	0.0	0.0	0.0	0.0	0.0308	0.0451	0.0471	0.0081	0.0578	0.0165	0.0	0.119	0.0649	0.0075	0.0	0.0076	0.0134	0.0	0.0237	0.2314	0.0063	0.06
ITGB1	P05556	True	ITB1_HUMAN	integrin_a11b1_complex	CPI-SC0AE4F5BAB	0.0	0.0049	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1134	0.0819	0.1066	0.0	0.0	0.0	0.0	0.0	0.0	0.0308	0.0451	0.0471	0.0081	0.0578	0.0165	0.0	0.119	0.0649	0.0075	0.0	0.0076	0.0134	0.0	0.0237	0.2314	0.0063	0.06
ITGA11	Q9UKX5	True	ITA11_HUMAN	integrin_a11b1_complex	CPI-SC0AD2341AF	0.0	0.0049	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1134	0.0819	0.1066	0.0	0.0	0.0	0.0	0.0	0.0	0.0308	0.0451	0.0471	0.0081	0.0578	0.0165	0.0	0.119	0.0649	0.0075	0.0	0.0076	0.0134	0.0	0.0237	0.2314	0.0063	0.06
ITGA11	Q9UKX5	True	ITA11_HUMAN	integrin_a11b1_complex	CPI-SC015ECCD97	0.0	0.0049	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1134	0.0819	0.1066	0.0	0.0	0.0	0.0	0.0	0.0	0.0308	0.0451	0.0471	0.0081	0.0578	0.0165	0.0	0.119	0.0649	0.0075	0.0	0.0076	0.0134	0.0	0.0237	0.2314	0.0063	0.06
ITGA11	Q9UKX5	True	ITA11_HUMAN	integrin_a11b1_complex	CPI-SC0A5E87289	0.0	0.0049	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1134	0.0819	0.1066	0.0	0.0	0.0	0.0	0.0	0.0	0.0308	0.0451	0.0471	0.0081	0.0578	0.0165	0.0	0.119	0.0649	0.0075	0.0	0.0076	0.0134	0.0	0.0237	0.2314	0.0063	0.06
ITGA11	Q9UKX5	True	ITA11_HUMAN	integrin_a11b1_complex	CPI-SC0C061DC28	0.0	0.0049	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1134	0.0819	0.1066	0.0	0.0	0.0	0.0	0.0	0.0	0.0308	0.0451	0.0471	0.0081	0.0578	0.0165	0.0	0.119	0.0649	0.0075	0.0	0.0076	0.0134	0.0	0.0237	0.2314	0.0063	0.06
ITGA11	Q9UKX5	True	ITA11_HUMAN	integrin_a11b1_complex	CPI-SC0C351F7DF	0.0	0.0049	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1134	0.0819	0.1066	0.0	0.0	0.0	0.0	0.0	0.0	0.0308	0.0451	0.0471	0.0081	0.0578	0.0165	0.0	0.119	0.0649	0.0075	0.0	0.0076	0.0134	0.0	0.0237	0.2314	0.0063	0.06
ITGA11	Q9UKX5	True	ITA11_HUMAN	integrin_a11b1_complex	CPI-SC09AE93F66	0.0	0.0049	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1134	0.0819	0.1066	0.0	0.0	0.0	0.0	0.0	0.0	0.0308	0.0451	0.0471	0.0081	0.0578	0.0165	0.0	0.119	0.0649	0.0075	0.0	0.0076	0.0134	0.0	0.0237	0.2314	0.0063	0.06
ITGA11	Q9UKX5	True	ITA11_HUMAN	integrin_a11b1_complex	CPI-SC08F17FB3E	0.0	0.0049	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1134	0.0819	0.1066	0.0	0.0	0.0	0.0	0.0	0.0	0.0308	0.0451	0.0471	0.0081	0.0578	0.0165	0.0	0.119	0.0649	0.0075	0.0	0.0076	0.0134	0.0	0.0237	0.2314	0.0063	0.06
ITGA11	Q9UKX5	True	ITA11_HUMAN	integrin_a11b1_complex	CPI-SC0FAC9844A	0.0	0.0049	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1134	0.0819	0.1066	0.0	0.0	0.0	0.0	0.0	0.0	0.0308	0.0451	0.0471	0.0081	0.0578	0.0165	0.0	0.119	0.0649	0.0075	0.0	0.0076	0.0134	0.0	0.0237	0.2314	0.0063	0.06
ITGA11	Q9UKX5	True	ITA11_HUMAN	integrin_a11b1_complex	CPI-SC044B5BE16	0.0	0.0049	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1134	0.0819	0.1066	0.0	0.0	0.0	0.0	0.0	0.0	0.0308	0.0451	0.0471	0.0081	0.0578	0.0165	0.0	0.119	0.0649	0.0075	0.0	0.0076	0.0134	0.0	0.0237	0.2314	0.0063	0.06
ITGA11	Q9UKX5	True	ITA11_HUMAN	integrin_a11b1_complex	CPI-SC01539071B	0.0	0.0049	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1134	0.0819	0.1066	0.0	0.0	0.0	0.0	0.0	0.0	0.0308	0.0451	0.0471	0.0081	0.0578	0.0165	0.0	0.119	0.0649	0.0075	0.0	0.0076	0.0134	0.0	0.0237	0.2314	0.0063	0.06
ITGA11	Q9UKX5	True	ITA11_HUMAN	integrin_a11b1_complex	CPI-SC08821B0D2	0.0	0.0049	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1134	0.0819	0.1066	0.0	0.0	0.0	0.0	0.0	0.0	0.0308	0.0451	0.0471	0.0081	0.0578	0.0165	0.0	0.119	0.0649	0.0075	0.0	0.0076	0.0134	0.0	0.0237	0.2314	0.0063	0.06
